memberNumber,purchaseDate,itemName,Frequency
1093,2016-03-28,dessert,1
3322,2016-04-25,ham,1
1386,2016-07-31,pork,1
3429,2016-05-10,cat food,1
1932,2016-09-07,whole milk,1
1865,2016-12-03,margarine,1
4672,2016-02-13,whole milk,1
4432,2016-05-28,whole milk,1
2129,2016-08-11,other vegetables,1
1104,2016-03-18,domestic eggs,1
3529,2016-09-13,canned beer,1
3271,2016-12-27,sausage,1
1002,2016-08-30,butter milk,1
2184,2016-06-09,ham,1
4648,2016-10-08,whole milk,1
3595,2016-10-15,other vegetables,1
2752,2016-10-10,sausage,1
4101,2016-04-30,bottled beer,1
1793,2016-12-04,misc. beverages,1
4224,2016-10-04,brown bread,1
2846,2016-08-15,whipped/sour cream,1
1697,2016-02-23,tropical fruit,1
3884,2016-04-07,citrus fruit,1
2669,2016-09-24,pip fruit,1
4843,2016-02-25,waffles,1
1663,2016-11-11,tropical fruit,1
4169,2016-03-19,frankfurter,1
2799,2016-05-25,sausage,1
2178,2016-12-20,frankfurter,1
3312,2016-12-24,curd,1
3609,2016-07-11,meat,1
1004,2016-12-02,other vegetables,1
2401,2016-01-15,whole milk,1
4165,2016-02-10,domestic eggs,1
2017,2016-02-14,pip fruit,1
2485,2016-05-18,other vegetables,1
2261,2016-06-18,sausage,1
1437,2016-08-15,salty snack,1
4065,2016-05-11,margarine,1
1904,2016-04-18,whole milk,1
4573,2016-05-28,frankfurter,1
4233,2016-06-16,whole milk,1
3928,2016-09-26,whole milk,1
4916,2016-01-25,brown bread,1
2883,2016-04-16,oil,1
2938,2016-06-25,liquor (appetizer),1
1063,2016-01-23,rolls/buns,1
3365,2016-06-28,bottled water,1
2795,2016-05-06,citrus fruit,1
1336,2016-04-04,citrus fruit,1
2937,2016-07-31,whole milk,1
3391,2016-12-21,frankfurter,1
3719,2016-06-04,soda,1
3986,2016-05-26,meat,1
2757,2016-02-15,sausage,1
1783,2016-07-07,sausage,1
4234,2016-08-02,chocolate,1
3484,2016-08-05,canned beer,1
3337,2016-01-10,bottled beer,1
2472,2016-01-17,liver loaf,1
1355,2016-02-25,pastry,1
3072,2016-06-08,beef,1
1817,2016-08-21,canned beer,1
2063,2016-09-10,newspapers,1
4216,2016-04-28,sausage,1
2984,2016-02-24,citrus fruit,1
3365,2016-10-25,canned beer,1
2260,2016-06-27,frankfurter,1
4798,2016-08-24,rolls/buns,1
4952,2016-10-22,canned beer,1
4778,2016-01-24,frankfurter,1
1517,2016-03-01,frankfurter,1
2433,2016-07-31,soda,1
3938,2016-07-31,meat,1
2569,2016-06-30,white wine,1
2092,2016-05-24,sausage,1
3174,2016-02-09,brown bread,1
4513,2016-11-04,frozen fruits,1
2467,2016-02-04,hard cheese,1
3508,2016-07-25,dessert,1
1939,2016-07-02,coffee,1
1636,2016-05-04,other vegetables,1
2443,2016-01-12,frankfurter,1
4911,2016-01-07,pork,1
3835,2016-09-16,yogurt,1
2363,2016-05-22,beef,1
2344,2016-04-19,ham,1
3911,2016-02-15,frankfurter,1
1450,2016-07-08,hamburger meat,1
3495,2016-11-18,white wine,1
1625,2016-11-27,packaged fruit/vegetables,1
3265,2016-12-09,specialty bar,1
3247,2016-11-01,cat food,1
1777,2016-07-08,finished products,1
1862,2016-09-05,pork,1
2942,2016-02-01,pork,1
2932,2016-01-22,root vegetables,1
4049,2016-08-01,tropical fruit,1
1954,2016-08-06,pork,1
2321,2016-06-16,bottled beer,1
2930,2016-03-23,whole milk,1
3214,2016-03-27,butter milk,1
4877,2016-06-20,sausage,1
1277,2016-06-07,whole milk,1
2239,2016-12-13,whole milk,1
4929,2016-03-26,misc. beverages,1
1390,2016-03-02,waffles,1
1870,2016-09-09,hamburger meat,1
3405,2016-04-03,white wine,1
2338,2016-12-08,canned beer,1
2051,2016-09-11,frankfurter,1
3504,2016-07-06,root vegetables,1
3405,2016-04-13,ice cream,1
2512,2016-09-02,processed cheese,1
4038,2016-11-06,tropical fruit,1
1759,2016-09-26,ham,1
2813,2016-10-01,sausage,1
3055,2016-08-18,other vegetables,1
1733,2016-03-18,coffee,1
1913,2016-08-18,pip fruit,1
4864,2016-03-27,whole milk,1
4812,2016-05-27,soda,1
3042,2016-10-05,whole milk,1
4988,2016-10-04,beverages,1
4486,2016-07-21,hygiene articles,1
4069,2016-05-03,pork,1
4600,2016-07-14,salty snack,1
3588,2016-05-05,pip fruit,1
4175,2016-01-29,dessert,1
2599,2016-07-30,white wine,1
4671,2016-07-15,instant coffee,1
2270,2016-06-09,pastry,1
2494,2016-05-05,canned beer,1
1406,2016-12-28,sausage,1
3910,2016-12-18,rolls/buns,1
3358,2016-02-21,dog food,1
1943,2016-01-14,chicken,1
1995,2016-06-12,soda,1
4666,2016-02-24,instant coffee,1
1994,2016-03-11,whole milk,1
4892,2016-01-09,citrus fruit,1
3531,2016-08-29,liver loaf,1
1148,2016-04-15,sausage,1
1787,2016-10-31,finished products,1
4215,2016-05-31,canned beer,1
2158,2016-08-01,ham,1
2510,2016-09-29,soda,1
3180,2016-10-19,pastry,1
3207,2016-08-08,tropical fruit,1
1226,2016-11-12,citrus fruit,1
1682,2016-06-25,pip fruit,1
1509,2016-11-04,yogurt,1
2364,2016-06-21,root vegetables,1
4679,2016-11-10,waffles,1
4324,2016-01-05,sausage,1
3497,2016-06-14,soda,1
1008,2016-07-21,soda,1
4572,2016-10-29,whole milk,1
4030,2016-07-04,sausage,1
2422,2016-08-12,sausage,1
2694,2016-11-24,whole milk,1
3481,2016-08-03,pork,1
3821,2016-01-03,whole milk,1
3752,2016-08-20,whole milk,1
3262,2016-12-08,rolls/buns,1
1370,2016-06-28,whole milk,1
1090,2016-08-31,whisky,1
3862,2016-11-18,newspapers,1
4495,2016-04-08,rubbing alcohol,1
2492,2016-11-01,ham,1
4688,2016-08-01,sausage,1
3633,2016-07-14,bottled beer,1
3709,2016-08-08,pork,1
1220,2016-02-09,specialty chocolate,1
4236,2016-11-25,frankfurter,1
3308,2016-08-19,nut snack,1
1183,2016-06-12,bottled beer,1
1999,2016-08-24,misc. beverages,1
4828,2016-10-11,pork,1
3608,2016-10-12,whole milk,1
3983,2016-09-09,chocolate,1
3460,2016-07-24,root vegetables,1
1703,2016-02-21,waffles,1
3002,2016-08-13,citrus fruit,1
4836,2016-08-17,pork,1
1561,2016-06-05,dish cleaner,1
4731,2016-04-04,rolls/buns,1
3812,2016-11-13,rolls/buns,1
2097,2016-10-01,chicken,1
4986,2016-01-28,pork,1
4742,2016-11-15,beverages,1
2502,2016-04-15,soda,1
1135,2016-07-10,sausage,1
2403,2016-02-14,frankfurter,1
4234,2016-07-17,whole milk,1
4068,2016-12-11,bottled beer,1
2311,2016-06-30,chocolate,1
1353,2016-01-21,meat,1
3251,2016-07-05,beef,1
1748,2016-03-08,pip fruit,1
1638,2016-03-12,whole milk,1
2170,2016-02-10,bottled beer,1
3903,2016-02-06,other vegetables,1
1245,2016-06-27,soda,1
3237,2016-06-28,UHT-milk,1
2843,2016-10-12,pip fruit,1
3095,2016-10-13,citrus fruit,1
4076,2016-05-22,meat,1
1298,2016-06-23,chicken,1
4591,2016-06-13,zwieback,1
3592,2016-10-28,other vegetables,1
1305,2016-05-23,sausage,1
4326,2016-11-06,packaged fruit/vegetables,1
3189,2016-02-03,yogurt,1
1991,2016-02-10,pork,1
2091,2016-08-02,ice cream,1
3100,2016-03-06,beef,1
4984,2016-04-26,bottled beer,1
4444,2016-10-06,soda,1
4678,2016-12-17,meat,1
1670,2016-11-22,fish,1
3214,2016-01-14,tropical fruit,1
2772,2016-03-18,tropical fruit,1
4343,2016-12-21,frozen vegetables,1
4351,2016-08-21,other vegetables,1
1598,2016-03-02,root vegetables,1
4469,2016-10-18,fish,1
1788,2016-12-05,UHT-milk,1
3768,2016-08-01,berries,1
4661,2016-03-01,condensed milk,1
3801,2016-08-17,salt,1
4109,2016-10-04,canned beer,1
2485,2016-03-24,pip fruit,1
2365,2016-06-11,sausage,1
2602,2016-02-08,sausage,1
2391,2016-12-05,frozen meals,1
3483,2016-09-08,berries,1
2512,2016-01-31,liquor,1
2652,2016-08-01,yogurt,1
1777,2016-12-03,yogurt,1
4007,2016-12-23,citrus fruit,1
2653,2016-04-17,brown bread,1
2703,2016-09-21,ham,1
4322,2016-11-14,domestic eggs,1
2270,2016-02-04,tropical fruit,1
2306,2016-10-09,rolls/buns,1
1539,2016-09-27,pip fruit,1
2517,2016-12-12,tropical fruit,1
3254,2016-10-19,photo/film,1
1711,2016-03-21,bottled beer,1
2560,2016-06-07,whole milk,1
4891,2016-10-06,chicken,1
1622,2016-02-12,canned beer,1
1028,2016-06-02,onions,1
1416,2016-08-22,other vegetables,1
1037,2016-12-16,frankfurter,1
4293,2016-04-23,other vegetables,1
3054,2016-04-09,white wine,1
4467,2016-04-23,other vegetables,1
4811,2016-11-02,canned beer,1
4749,2016-02-15,tropical fruit,1
1825,2016-11-21,fruit/vegetable juice,1
4685,2016-07-19,berries,1
3621,2016-07-14,other vegetables,1
3219,2016-08-04,other vegetables,1
1444,2016-12-29,meat,1
1698,2016-07-22,other vegetables,1
3328,2016-04-15,ham,1
3704,2016-04-30,chocolate,1
4124,2016-09-09,frankfurter,1
4357,2016-10-10,processed cheese,1
2073,2016-04-30,rolls/buns,1
4192,2016-09-12,chewing gum,1
3890,2016-10-26,root vegetables,1
3147,2016-12-24,tropical fruit,1
4550,2016-01-30,detergent,1
3183,2016-08-07,tropical fruit,1
1878,2016-10-17,sausage,1
2523,2016-02-12,soda,1
2227,2016-06-20,semi-finished bread,1
2267,2016-02-26,frankfurter,1
4806,2016-10-27,sausage,1
2422,2016-11-11,citrus fruit,1
1164,2016-03-30,whole milk,1
3096,2016-06-23,misc. beverages,1
1821,2016-05-21,tropical fruit,1
2298,2016-10-06,beef,1
4515,2016-05-10,other vegetables,1
3079,2016-03-10,frankfurter,1
3352,2016-06-13,sausage,1
1545,2016-10-17,whole milk,1
2999,2016-08-03,sausage,1
1230,2016-11-19,frankfurter,1
2578,2016-01-25,bottled beer,1
4611,2016-08-27,cereals,1
3575,2016-01-24,chocolate marshmallow,1
2517,2016-09-29,other vegetables,1
2471,2016-03-19,meat,1
2560,2016-06-19,cocoa drinks,1
4492,2016-06-14,sausage,1
1217,2016-02-18,whole milk,1
2950,2016-10-10,coffee,1
4337,2016-10-26,tropical fruit,1
2599,2016-01-27,sausage,1
2924,2016-11-19,rolls/buns,1
3734,2016-09-05,ice cream,1
3985,2016-07-24,liver loaf,1
1823,2016-11-11,frankfurter,1
1722,2016-08-27,chewing gum,1
3818,2016-03-29,soda,1
4924,2016-06-11,butter,1
3194,2016-05-03,chicken,1
2156,2016-08-07,sausage,1
3182,2016-05-05,soda,1
2902,2016-08-16,cat food,1
3450,2016-12-24,pip fruit,1
4262,2016-09-11,soft cheese,1
1276,2016-08-28,whole milk,1
2184,2016-01-23,soda,1
1670,2016-06-30,chicken,1
1198,2016-01-31,other vegetables,1
1858,2016-01-25,pastry,1
1404,2016-01-16,ice cream,1
2899,2016-11-09,sausage,1
2057,2016-11-13,citrus fruit,1
2799,2016-02-27,chocolate,1
4913,2016-08-01,beverages,1
2413,2016-06-26,bottled water,1
4819,2016-09-20,sausage,1
3014,2016-07-15,whipped/sour cream,1
1419,2016-04-07,root vegetables,1
2589,2016-04-29,ice cream,1
3648,2016-06-02,meat,1
1349,2016-12-13,frankfurter,1
2706,2016-10-03,tropical fruit,1
1144,2016-01-16,chicken,1
1275,2016-05-07,root vegetables,1
1851,2016-07-11,other vegetables,1
2305,2016-09-28,coffee,1
1905,2016-10-18,soda,1
3732,2016-12-06,chicken,1
2724,2016-04-30,ice cream,1
3245,2016-03-19,hamburger meat,1
2005,2016-04-20,pork,1
4643,2016-08-10,ice cream,1
2538,2016-07-27,other vegetables,1
1173,2016-02-07,bottled beer,1
1703,2016-02-15,misc. beverages,1
3347,2016-01-24,beef,1
1561,2016-07-25,whole milk,1
1632,2016-08-27,chicken,1
2995,2016-02-18,dessert,1
1318,2016-09-26,pastry,1
1133,2016-02-26,sausage,1
2357,2016-08-03,onions,1
4007,2016-03-13,tropical fruit,1
2383,2016-01-02,flower soil/fertilizer,1
3128,2016-08-30,ice cream,1
1372,2016-04-25,soda,1
1839,2016-08-16,pastry,1
3567,2016-02-17,pip fruit,1
3573,2016-04-03,meat,1
3765,2016-06-12,whole milk,1
2875,2016-03-12,zwieback,1
3737,2016-11-21,liquor (appetizer),1
3535,2016-02-28,pip fruit,1
4288,2016-11-13,canned beer,1
1334,2016-03-07,Instant food products,1
2046,2016-02-28,pork,1
1922,2016-10-07,butter milk,1
2184,2016-09-19,oil,1
2632,2016-09-23,meat,1
2108,2016-10-01,tropical fruit,1
2547,2016-11-24,soda,1
4720,2016-02-12,soda,1
4008,2016-05-19,meat,1
1438,2016-11-28,frankfurter,1
3027,2016-09-14,whipped/sour cream,1
1342,2016-01-07,tropical fruit,1
4952,2016-08-26,sausage,1
1218,2016-08-20,tropical fruit,1
4804,2016-11-19,pork,1
3319,2016-11-17,bottled beer,1
2459,2016-09-22,whole milk,1
1123,2016-01-31,frozen vegetables,1
1827,2016-07-01,whole milk,1
4769,2016-09-20,sausage,1
3769,2016-02-27,pork,1
4713,2016-01-28,beef,1
1741,2016-12-20,sausage,1
4238,2016-12-12,tropical fruit,1
4051,2016-01-28,whole milk,1
4960,2016-08-19,bottled water,1
4602,2016-08-26,beef,1
3549,2016-02-12,brown bread,1
2746,2016-05-29,bottled beer,1
2444,2016-06-17,sausage,1
3196,2016-11-04,pip fruit,1
4672,2016-11-05,frankfurter,1
3308,2016-03-08,UHT-milk,1
3328,2016-08-16,whole milk,1
4923,2016-09-23,butter milk,1
2981,2016-05-11,whole milk,1
3615,2016-09-02,herbs,1
1620,2016-03-22,tropical fruit,1
2583,2016-02-15,chicken,1
1362,2016-10-06,curd,1
2462,2016-01-08,pork,1
3198,2016-06-23,hamburger meat,1
3296,2016-05-22,hamburger meat,1
3447,2016-09-03,root vegetables,1
4001,2016-03-30,butter,1
2082,2016-06-21,UHT-milk,1
1679,2016-12-08,whole milk,1
3605,2016-04-05,sausage,1
3762,2016-01-04,canned beer,1
2375,2016-09-03,whole milk,1
1617,2016-03-30,oil,1
3399,2016-04-09,sausage,1
1570,2016-03-15,frankfurter,1
1583,2016-03-24,sliced cheese,1
3348,2016-12-05,sausage,1
1427,2016-01-10,chicken,1
3041,2016-08-27,butter milk,1
1661,2016-11-08,pip fruit,1
1076,2016-06-12,sausage,1
3545,2016-09-29,butter,1
3593,2016-09-10,pork,1
3891,2016-02-16,cat food,1
2115,2016-11-18,hamburger meat,1
2480,2016-03-26,tropical fruit,1
1532,2016-06-20,whole milk,1
2530,2016-06-13,softener,1
1803,2016-05-12,rolls/buns,1
2604,2016-09-20,tropical fruit,1
3595,2016-03-21,dessert,1
1442,2016-03-30,newspapers,1
1515,2016-11-09,hamburger meat,1
2899,2016-11-24,chicken,1
1845,2016-08-07,other vegetables,1
4334,2016-04-28,fruit/vegetable juice,1
3885,2016-04-13,chocolate,1
1474,2016-06-02,margarine,1
4783,2016-02-21,cling film/bags,1
1379,2016-02-06,chicken,1
4217,2016-06-17,salt,1
4281,2016-09-14,newspapers,1
2690,2016-05-01,root vegetables,1
2543,2016-05-23,pip fruit,1
2300,2016-04-28,sausage,1
4302,2016-04-05,other vegetables,1
1930,2016-11-15,tropical fruit,1
2834,2016-12-02,newspapers,1
2307,2016-05-26,frankfurter,1
3894,2016-01-25,fruit/vegetable juice,1
1467,2016-08-20,ham,1
3952,2016-10-30,sausage,1
3016,2016-12-01,frankfurter,1
2118,2016-07-18,fish,1
1940,2016-02-14,chewing gum,1
1430,2016-09-04,citrus fruit,1
2738,2016-04-11,canned beer,1
1565,2016-11-30,canned beer,1
4755,2016-12-27,canned beer,1
1410,2016-11-08,UHT-milk,1
3829,2016-08-02,citrus fruit,1
3086,2016-04-04,whole milk,1
4780,2016-06-09,citrus fruit,1
4085,2016-09-29,canned beer,1
3236,2016-01-26,dessert,1
2040,2016-05-31,ham,1
2370,2016-02-04,meat,1
4249,2016-02-27,pip fruit,1
2836,2016-08-14,UHT-milk,1
1220,2016-01-01,canned beer,1
3520,2016-01-02,other vegetables,1
2566,2016-01-31,whole milk,1
2655,2016-01-05,sausage,1
4147,2016-04-18,canned beer,1
3364,2016-08-30,yogurt,1
2370,2016-01-14,root vegetables,1
3809,2016-02-08,bottled beer,1
3744,2016-11-06,canned beer,1
1588,2016-01-19,pork,1
4304,2016-02-01,canned beer,1
2240,2016-09-20,pip fruit,1
3175,2016-06-05,meat,1
1231,2016-10-27,pork,1
3599,2016-06-11,other vegetables,1
3738,2016-04-01,whole milk,1
1593,2016-08-08,sausage,1
1319,2016-01-10,misc. beverages,1
2105,2016-01-21,bottled water,1
2056,2016-07-03,beef,1
3139,2016-04-21,tropical fruit,1
1098,2016-01-19,rolls/buns,1
2601,2016-10-22,canned beer,1
2694,2016-06-19,sausage,1
4524,2016-12-26,sliced cheese,1
1165,2016-04-13,pork,1
3705,2016-09-07,soda,1
1634,2016-05-28,rolls/buns,1
2030,2016-09-04,soda,1
4989,2016-06-19,chocolate,1
1715,2016-07-04,ham,1
4552,2016-08-13,other vegetables,1
1303,2016-03-29,canned beer,1
1430,2016-02-09,canned beer,1
4559,2016-05-12,canned beer,1
3848,2016-11-18,tropical fruit,1
2162,2016-06-19,tropical fruit,1
3719,2016-12-17,canned beer,1
3153,2016-04-28,canned beer,1
4462,2016-04-02,bottled water,1
2420,2016-09-27,frankfurter,1
3971,2016-06-17,tropical fruit,1
1611,2016-02-26,liver loaf,1
1225,2016-02-26,shopping bags,1
1554,2016-05-21,tropical fruit,1
4624,2016-11-27,frankfurter,1
3337,2016-06-10,citrus fruit,1
2265,2016-09-25,whole milk,1
4999,2016-01-24,tropical fruit,1
4102,2016-11-03,beef,1
3853,2016-07-04,fruit/vegetable juice,1
2265,2016-06-13,frankfurter,1
2452,2016-08-11,beef,1
2829,2016-12-19,beef,1
3926,2016-08-20,canned beer,1
3960,2016-10-21,canned beer,1
3980,2016-09-16,rolls/buns,1
1116,2016-01-29,other vegetables,1
2663,2016-10-21,sausage,1
2164,2016-11-24,rolls/buns,1
3950,2016-05-12,yogurt,1
1252,2016-04-13,pork,1
4804,2016-12-27,tropical fruit,1
4041,2016-09-07,rolls/buns,1
1894,2016-08-04,hamburger meat,1
4977,2016-08-20,pip fruit,1
2171,2016-09-03,whole milk,1
3417,2016-12-15,pastry,1
1175,2016-06-10,whole milk,1
4946,2016-02-17,sausage,1
4662,2016-06-27,canned beer,1
2869,2016-12-10,beef,1
4053,2016-03-22,canned beer,1
4574,2016-11-30,frankfurter,1
1110,2016-11-15,pastry,1
4700,2016-03-04,sausage,1
2565,2016-04-29,tropical fruit,1
2468,2016-03-13,whole milk,1
4836,2016-11-13,sausage,1
3504,2016-09-22,root vegetables,1
1333,2016-04-03,frozen meals,1
4039,2016-12-27,other vegetables,1
2077,2016-05-15,chicken,1
3519,2016-12-13,bottled water,1
2989,2016-01-30,whole milk,1
3737,2016-05-05,whole milk,1
3558,2016-09-19,frankfurter,1
3036,2016-07-13,beef,1
3180,2016-07-03,sausage,1
2978,2016-05-09,sausage,1
3985,2016-10-23,candy,1
4903,2016-12-08,sausage,1
2835,2016-10-09,citrus fruit,1
3783,2016-06-22,sausage,1
1486,2016-12-14,other vegetables,1
4589,2016-10-08,sausage,1
1132,2016-02-19,other vegetables,1
4827,2016-11-27,canned beer,1
3361,2016-06-28,detergent,1
4681,2016-09-11,citrus fruit,1
4197,2016-10-26,beef,1
3701,2016-01-22,other vegetables,1
4195,2016-10-01,bottled beer,1
3429,2016-04-01,other vegetables,1
2430,2016-01-20,fruit/vegetable juice,1
4330,2016-04-08,misc. beverages,1
1783,2016-03-18,tropical fruit,1
4025,2016-11-04,pip fruit,1
3399,2016-07-19,sausage,1
4766,2016-01-03,root vegetables,1
3562,2016-08-13,zwieback,1
2447,2016-01-21,chicken,1
1396,2016-07-22,tropical fruit,1
4633,2016-04-26,tropical fruit,1
4695,2016-01-05,root vegetables,1
1706,2016-08-14,canned beer,1
3872,2016-11-23,beef,1
1444,2016-10-14,hamburger meat,1
4753,2016-11-08,other vegetables,1
4580,2016-11-29,liquor (appetizer),1
2516,2016-04-03,pip fruit,1
2415,2016-08-08,newspapers,1
3925,2016-03-25,turkey,1
4996,2016-11-24,rolls/buns,1
4569,2016-07-27,sausage,1
3509,2016-04-11,beef,1
2252,2016-10-08,whole milk,1
1634,2016-02-09,whole milk,1
4112,2016-04-27,pip fruit,1
4042,2016-08-08,meat,1
4473,2016-06-26,hamburger meat,1
3878,2016-04-30,photo/film,1
2266,2016-09-30,other vegetables,1
3304,2016-11-30,root vegetables,1
3757,2016-02-04,other vegetables,1
3440,2016-12-21,citrus fruit,1
4328,2016-02-04,beef,1
3737,2016-12-06,frankfurter,1
3948,2016-06-15,ham,1
3682,2016-03-05,soda,1
2827,2016-10-31,bottled beer,1
2650,2016-10-05,soda,1
1360,2016-12-16,turkey,1
3679,2016-12-23,pork,1
4137,2016-03-07,citrus fruit,1
4235,2016-12-19,grapes,1
3193,2016-01-31,other vegetables,1
1332,2016-12-02,root vegetables,1
4821,2016-11-28,tropical fruit,1
1837,2016-07-09,rolls/buns,1
3665,2016-09-23,citrus fruit,1
2659,2016-05-08,yogurt,1
1322,2016-01-09,chicken,1
1599,2016-05-29,tropical fruit,1
2933,2016-04-06,tropical fruit,1
3963,2016-02-21,other vegetables,1
4178,2016-06-03,margarine,1
1052,2016-10-27,pork,1
4693,2016-08-18,frankfurter,1
1329,2016-02-02,ham,1
3128,2016-06-13,cream cheese,1
1175,2016-06-30,bottled water,1
2211,2016-03-31,canned beer,1
2093,2016-06-12,frozen potato products,1
4284,2016-10-14,pip fruit,1
4449,2016-03-30,citrus fruit,1
4269,2016-04-01,frankfurter,1
1962,2016-04-05,other vegetables,1
2250,2016-10-04,chicken,1
1743,2016-11-13,pip fruit,1
1583,2016-07-28,frankfurter,1
4295,2016-10-26,frozen meals,1
1183,2016-06-29,root vegetables,1
2729,2016-03-21,beef,1
4035,2016-08-03,sausage,1
1608,2016-08-06,whole milk,1
1793,2016-07-03,beef,1
2210,2016-07-09,pork,1
1885,2016-07-03,artif. sweetener,1
1078,2016-10-28,frankfurter,1
1016,2016-09-30,rolls/buns,1
3077,2016-05-29,canned beer,1
3551,2016-05-01,mayonnaise,1
1158,2016-10-17,rolls/buns,1
2443,2016-06-20,sausage,1
1395,2016-01-15,hard cheese,1
2454,2016-11-10,frankfurter,1
3472,2016-04-30,frankfurter,1
3547,2016-11-28,bottled water,1
1038,2016-02-21,sausage,1
3915,2016-09-11,whole milk,1
2719,2016-04-19,citrus fruit,1
2234,2016-12-23,pork,1
1565,2016-12-14,condensed milk,1
1328,2016-03-24,sausage,1
3398,2016-01-18,brown bread,1
3687,2016-02-12,whole milk,1
1572,2016-05-23,frankfurter,1
3460,2016-11-24,domestic eggs,1
2352,2016-05-05,sausage,1
4816,2016-07-31,other vegetables,1
1152,2016-07-19,pork,1
1120,2016-06-11,other vegetables,1
4258,2016-07-18,frankfurter,1
4336,2016-09-10,beef,1
1395,2016-08-25,pork,1
3581,2016-09-24,white bread,1
1762,2016-07-01,dessert,1
2659,2016-12-08,pip fruit,1
4120,2016-01-17,sausage,1
2420,2016-03-08,frankfurter,1
2816,2016-09-30,chicken,1
1711,2016-02-26,chicken,1
2884,2016-12-28,other vegetables,1
4153,2016-06-13,house keeping products,1
2184,2016-05-11,pork,1
4381,2016-09-30,bathroom cleaner,1
2920,2016-03-27,beverages,1
3967,2016-01-21,butter,1
3135,2016-03-13,sausage,1
3459,2016-08-05,canned beer,1
2868,2016-01-09,salt,1
2989,2016-01-06,beef,1
1440,2016-09-06,shopping bags,1
2796,2016-05-19,curd,1
1074,2016-10-16,fruit/vegetable juice,1
2565,2016-09-28,sausage,1
1197,2016-01-16,sausage,1
1971,2016-08-16,sausage,1
3327,2016-03-26,grapes,1
1168,2016-03-06,frankfurter,1
2814,2016-09-18,berries,1
3298,2016-05-26,citrus fruit,1
3728,2016-11-12,canned beer,1
2116,2016-08-29,canned beer,1
1139,2016-01-19,tropical fruit,1
2463,2016-12-26,whole milk,1
2978,2016-06-27,whole milk,1
4525,2016-10-07,other vegetables,1
1213,2016-09-14,citrus fruit,1
4332,2016-11-24,pork,1
1729,2016-12-15,beef,1
1695,2016-02-04,meat,1
3503,2016-11-29,canned beer,1
3686,2016-01-06,whole milk,1
4264,2016-05-11,curd cheese,1
1545,2016-02-28,citrus fruit,1
3195,2016-07-08,cooking chocolate,1
1409,2016-02-17,whole milk,1
2800,2016-06-21,sugar,1
4453,2016-07-27,chicken,1
4820,2016-01-18,citrus fruit,1
3716,2016-10-08,sausage,1
3270,2016-05-15,whole milk,1
3410,2016-01-16,whole milk,1
3651,2016-10-16,rolls/buns,1
2049,2016-01-06,pork,1
3507,2016-08-27,root vegetables,1
3184,2016-11-20,citrus fruit,1
2648,2016-01-29,citrus fruit,1
1566,2016-02-24,whole milk,1
4105,2016-02-05,pork,1
3537,2016-01-25,citrus fruit,1
2300,2016-08-05,frankfurter,1
3794,2016-01-04,citrus fruit,1
3756,2016-07-11,sausage,1
4197,2016-02-06,chicken,1
4661,2016-05-10,other vegetables,1
3738,2016-12-30,onions,1
4567,2016-10-02,hamburger meat,1
2831,2016-01-06,frankfurter,1
4841,2016-06-09,canned beer,1
1776,2016-04-15,bottled water,1
1364,2016-07-31,soda,1
1926,2016-10-16,turkey,1
3496,2016-09-22,rolls/buns,1
1498,2016-10-28,frozen vegetables,1
4436,2016-12-23,other vegetables,1
4098,2016-02-06,pork,1
4707,2016-02-11,soda,1
4358,2016-06-11,turkey,1
3290,2016-05-29,sausage,1
1940,2016-06-04,whole milk,1
3363,2016-08-18,newspapers,1
1782,2016-08-01,coffee,1
2756,2016-11-23,hamburger meat,1
4379,2016-10-01,turkey,1
4686,2016-10-08,sausage,1
1230,2016-04-06,whole milk,1
2918,2016-07-19,sausage,1
4604,2016-12-09,other vegetables,1
4489,2016-11-19,shopping bags,1
4408,2016-04-20,pork,1
1846,2016-05-28,pork,1
1658,2016-06-15,beef,1
3046,2016-01-09,sausage,1
4528,2016-10-13,whole milk,1
1132,2016-09-22,soda,1
2386,2016-12-05,canned beer,1
4741,2016-09-08,beef,1
3971,2016-10-19,frankfurter,1
3029,2016-02-14,other vegetables,1
2758,2016-02-06,other vegetables,1
3969,2016-03-05,root vegetables,1
2829,2016-10-29,pip fruit,1
4573,2016-12-23,sausage,1
4726,2016-07-08,other vegetables,1
3929,2016-11-06,pork,1
1286,2016-07-10,meat,1
1648,2016-05-01,pork,1
1544,2016-02-25,dessert,1
2925,2016-03-16,other vegetables,1
1276,2016-11-23,condensed milk,1
1908,2016-07-26,ice cream,1
2519,2016-05-30,chicken,1
3096,2016-07-07,root vegetables,1
1001,2016-05-02,frankfurter,1
4699,2016-03-29,hamburger meat,1
1417,2016-09-18,UHT-milk,1
4034,2016-08-29,frankfurter,1
4711,2016-06-19,pastry,1
3584,2016-12-17,other vegetables,1
2981,2016-12-03,onions,1
1820,2016-03-21,pastry,1
3793,2016-04-15,citrus fruit,1
1965,2016-08-04,hamburger meat,1
4903,2016-05-01,chicken,1
1845,2016-02-11,whole milk,1
2384,2016-01-02,chicken,1
2584,2016-04-25,shopping bags,1
1193,2016-11-12,citrus fruit,1
4267,2016-09-06,citrus fruit,1
2707,2016-05-05,chicken,1
3214,2016-05-08,bottled beer,1
1171,2016-01-15,specialty chocolate,1
1950,2016-11-11,other vegetables,1
4737,2016-09-19,pork,1
3589,2016-11-04,whole milk,1
2246,2016-08-29,beef,1
2128,2016-08-10,sausage,1
